Title,Author,Summary,Categories & Tags,Rating,Rank
I Shall Be Everlasting In the World of Immortals,Fast Food Restaurant,"Lan Chang’an has gone through two lifetimes of reincarnations, and in the third life, he aimed for stability until reaching the Nascent Soul Realm in hopes of unraveling the mysteries of the Nine Seal Stele. Consequently, he cultivated the Ancient Trees Evergreen Technique, which wielded modest power in return for greater lifespan.His approach is not one of fearlessly engaging in battles, but of navigating with steady precision and forging meaningful bonds with others.Throughout his long cultivation journey, he encountered individuals at various stages of their cultivation, including a Decent Faction Head, a Prodigious Beauty, a Giant Demon Lord, an Evil Cultivator, a Thousand-Year Old Demon, and a Puppet Master Pulling Strings From Behind The Scene.Observing the ebb and flow of the world, witnessing its ups and downs, he unknowingly became a living fossil in the realm of cultivation, akin to an evergreen tree spanning through eternity.In the world of mortals, the flow of life is steady, shrouded in the illusion of longevity, yet decisions are made decisively, with a clear sense of morality.","Action, Martial Arts, Romance, Slice of Life, Supernatural, Xianxia, Calm Protagonist, Caring Protagonist, Cautious Protagonist, Charismatic Protagonist, Cheats, Clever Protagonist, Confident Protagonist, Cultivation, Dao Comprehension, Distrustful Protagonist, Friendship, Hiding True Abilities, Low-key Protagonist, Male Protagonist, Strength-based Social Hierarchy, Transmigration, Unique Cultivation Technique, Weak to Strong, ",4.8,195
Solo Max-Level Newbie,Maslow,"Jinhyuk, a gaming Nutuber, was the only person who saw the ending of the game [Tower of Trials].However, when the game’s popularity declined, it became difficult for him to continue making a living as a gaming Nutuber.Since he already saw the ending of the game, he was about to quit playing. But that day, [Tower of Trials] became reality, and Jinhyuk, who knew about every single thing in the game, took over everything faster than anyone possibly could! “I’ll show you what a true pro is like.”","Action, Adventure, Comedy, Fantasy, Harem, Ability Steal, Adapted to Manhwa, Angels, Artifact Crafting, Artifacts, Beautiful Female Lead, Character Growth, Clever Protagonist, Contracts, Cunning Protagonist, Demons, Dense Protagonist, Devoted Love Interests, Dragons, Dungeons, Elves, Enemies Become Allies, Eye Powers, Game Elements, Gamers, Gate to Another World, Gods, Guilds, Handsome Male Lead, Hard-Working Protagonist, Hiding True Identity, Jack of All Trades, Leadership, Level System, Livestreaming, Love Interest Falls in Love First, Male Protagonist, Manipulative Characters, Master-Servant Relationship, Modern Day, Money Grubber, Monsters, Multiple Identities, Mythology, Obsessive Love, Overpowered Protagonist, Ruthless Protagonist, Schemes And Conspiracies, Shameless Protagonist, Special Abilities, Strategist, Strong to Stronger, Sword And Magic, Vampires, Weak to Strong, ",3.7,377
An Extra’s POV,Magecrafter,"“Otherworlders… we beg you to save our world from ruin.”Rey and his classmates get summoned to another world, and they’re given Skills and Classes based on their limited Karma.Everyone gets multiple Skills and a decent Class in order to survive the new world.However, Rey decides to invest all his Karma on a single Skill, leaving him with the weakest Class.Unknown to everyone, though, he has the potential to be the strongest.","Fantasy, Action, Adventure, Romance, Magical Realism, Romance, Overpowered, Transmigration, System, Magic, Adventure, Action, No Harem, Weak to Strong, ",3.0,593
Fated to Be Loved by Villains,Little Big,I was proposed to by the Final Boss.,"Action, Comedy, Fantasy, Harem, Romance, Academy, Accelerated Growth, Angels, Assassins, Beautiful Female Lead, Calm Protagonist, Charming Protagonist, Cheats, Clever Protagonist, Conditional Power, Cunning Protagonist, Demon Lord, Demons, Devoted Love Interests, Different Social Status, Evil Religions, Evolution, Fanaticism, Fearless Protagonist, First-time Interc**rse, F*llatio, Galge, Handsome Male Lead, Hidden Abilities, Immortals, Kingdoms, Knights, Level System, Love Interest Falls in Love First, Magic, Male Protagonist, Misunderstandings, Mysterious Family Background, Nobles, Obsessive Love, Politics, Polygamy, Prophecies, Psychic Powers, Psychopaths, R-18, Reincarnated in a Game World, Resurrection, Saints, Saving the World, Serial Killers, Soul Power, Special Abilities, Spirit Users, Spirits, Strategic Battles, Strong Love Interests, Sword And Magic, Sword Wielder, System Administrator, Time Manipulation, Transmigration, Transported into a Game World, Underestimated Protagonist, Unique Weapons, Unlucky Protagonist, Villainess Noble Girls, Weak Protagonist, Weak to Strong, Yandere, ",4.7,107
Surviving as a Mage in a Magic Academy,Writing Machine,"Graduate student Yi-han finds himself reborn in another world as the youngest child of a mage family.– I’m never attending school, ever again!‘What do you wish to achieve in life?’‘I wish to play around and live comforta-‘‘You must be aware of your talent. Now go attend Einroguard!’‘Patriarch!’My future would be guaranteed once I graduate. For my future!","Comedy, Fantasy, School Life, Shounen, Academy, Adapted to Manhwa, Aristocracy, Calm Protagonist, Fantasy World, Genius Protagonist, Hard-Working Protagonist, Magic, Male Protagonist, Misunderstandings, Monsters, Nobles, Reincarnation, Sword And Magic, Sword Wielder, Transmigration, Alchemy, Cunning Protagonist, Dwarfs, Elemental Magic, Elves, Kingdoms, Necromancer, Spirits, Transported to Another World, Weak to Strong, ",4.5,99
A Maiden’s Unwanted Heroic Epic,Hifumi Shigoro,"“….Krische-sama, are you not afraid of killing people?”“……? No. After all, it doesn’t hurt Krische.”Although gifted with the talent to do anything with ease, the girl lacked empathy.In her world, there is only loss and profit. No goodwill, no love.Inhumanly recognizing cold, mathematical logic as everything, she looks at everything in the world through calculating lens.Return given profit with profit, loss with loss.The girl was undoubtedly pure, yet undeniably abnormal—Her favorite things are cooking, food, and being pampered.Her specialty is mu*der.—- This is the story of a slightly unhinged girl being surrounded by kind and loving people, and her journey to find happiness.","Adventure, Comedy, Fantasy, Harem, Psychological, Slice of Life, Yuri, Abandoned Children, Adopted Protagonist, Adventurers, Apathetic Protagonist, Beautiful Female Lead, Calm Protagonist, Character Growth, Charming Protagonist, Chefs, Childhood Love, Clever Protagonist, Cooking, Easy Going Life, Eidetic Memory, European Ambience, Familial Love, Fast Learner, Generals, Genius Protagonist, Hard-Working Protagonist, Honest Protagonist, Human Weapon, Kuudere, Lack of Common Sense, Maids, Military, Polite Protagonist, Pragmatic Protagonist, Psychopaths, R-15, Romantic Subplot, Royalty, Selfish Protagonist, Stoic Characters, Sword And Magic, Sword Wielder, Tragic Past, War Records, Wealthy Characters, Female Protagonist, ",4.5,839
System's POV,Elyon,"""What you do in life, Echoes in Eternity.""The System, who goes by the code name, Thirteen, defied the System God in order to give his previous Hosts’ the chance to change their Fates.Unfortunately, he was killed by his Father, the System God, and was sent to the world of Pangea to struggle like the Cannon Fodders that he fought so hard to protect.Armed with his knowledge as a System, Thirteen vowed to change not only his Fate, but the Fate of others whose destinies were tied up with him.In a world torn by power and corruption, a fallen System will bring out a symphony of change, or lead it to its destruction.","Fantasy, Action, Adventure, Comedy, Harem, R-18, Action, Adventure, Comedy, Weak to Strong, Harem, Dark, Isekai, ",3.2,317
There’s Absolutely No Problem With The Magic Cards I Made!,XixiDog,“Why is this [Summoning Card: Goblin] wearing a mask?”“Because it’s a Goblin Gangster!”,"Comedy, Mystery, Psychological, School Life, Slice of Life, Supernatural, Xuanhuan, Abusive Characters, Academy, Acting, Alternate World, Antihero Protagonist, Aristocracy, Beautiful Female Lead, Betrayal, Brainwashing, Brotherhood, Calm Protagonist, Card Games, Carefree Protagonist, Cautious Protagonist, Clever Protagonist, Cold Protagonist, Comedic Undertone, Crafting, Criminals, Cruel Characters, Cunning Protagonist, Curses, Demon Lord, Demons, Depictions of Cruelty, Dungeons, Elves, Enemies Become Allies, European Ambience, Evil Gods, Evil Organizations, Evil Religions, Fantasy Creatures, Fantasy World, Female Master, Friendship, Genius Protagonist, God-human Relationship, Gods, Handsome Male Lead, Heroes, Heterochromia, Hiding True Identity, Knights, Level System, Magic, Magical Technology, Male Protagonist, Master-Disciple Relationship, Merchants, Mob Protagonist, Money Grubber, Multiple POV, Multiple Reincarnated Individuals, Multiple Timelines, Nobles, Power Couple, Previous Life Talent, Priests, Prophecies, Reincarnated in Another World, Reincarnation, Religions, Romantic Subplot, Ruthless Protagonist, Saving the World, Selfish Protagonist, Shameless Protagonist, Siblings, Slow Romance, Strategic Battles, Student-Teacher Relationship, Summoning Magic, Sword And Magic, Teamwork, Terrorists, Tomboyish Female Lead, Tragic Past, Transmigration, Transported to Another World, Vampires, Weak Protagonist, Werebeasts, Witches, Wizards, ",4.8,352
Turning,Kuyu,"Yuder was a commoner Omega who rose to the top with his ability.When he woke up again after being falsely accused and executed, he was back 11 years ago before everything began.A chance to get back……He must not repeat the same mistake he did before.To survive, and to save the world, now he had to save the man he had killed!","Action, Adventure, Fantasy, Mystery, Romance, Smut, Yaoi, Adapted to Manhwa, Age Regression, Assassins, Boss-Subordinate Relationship, Brotherhood, Calm Protagonist, Cautious Protagonist, Character Growth, Couple Growth, Determined Protagonist, Different Social Status, Elemental Magic, Empires, European Ambience, Evil Organizations, Fallen Nobility, Fantasy World, Fearless Protagonist, Flashbacks, Friendship, Handsome Male Lead, Hard-Working Protagonist, Hidden Abilities, Hiding True Abilities, Introverted Protagonist, Kingdoms, Knights, Late Romance, Love Interest Falls in Love First, Loyal Subordinates, Magic, Manly Gay Couple, Mature Protagonist, Military, Nobles, Omegaverse, Politics, Power Couple, Protagonist Strong from the Start, Revenge, Royalty, Saving the World, Second Chance, Slow Romance, Unreliable Narrator, Wealthy Characters, ",5.0,19
Atticus’s Odyssey: Reincarnated Into A Playground,RealmWeaver,"Hardworking Protagonist: Yes, Interesting Side Cast: Yes, World Building: Yes,  Overpowered Protagonist: Yes, Transmigration: Yes.Atticus faced the worst day of his life: his heart was shattered, and he was suddenly killed in his home, only to wake up in a magical realm as the heir to one of the most powerful families in the human domain.Fueled by determination, he vowed to grow stronger and exact his vengeance on whoever killed and brought him to this world, no matter the cost.A/N1. There's no harem.2. The MC cares only about himself and his family. He doesn't mind crossing the line if it means he can keep himself and his family safe.3. He has an extremely vengeful personality. Regardless of the reason or what you're going through, he doesn't care. What matters is that you hurt him, and that's all he needs.4. There will be no 'hiding of strength.' He'll be cautious about what he shows, but he won't lose if he can help it.5. The MC works hard for his strength; don't be fooled by the system tag.","Fantasy, Romance, Action, Adventure, Romance, Reincarnation, Overpowered, System, Academy, Adventure, Action, Genius Protagonist, Antihero Protagonist, Kingdom Building, ",4.0,37
